Time (hrs),25,60
24,0.02,0.076782609
48,0.05,0.075130435
72,0.06,0.176521739
96,0.06,0.311565217
120,0.09,0.333478261
144,0.1,0.371043478
192,0.11,0.403913043
216,0.2,0.499478261
240,0.19,0.609478261
264,0.21,0.679652174
336,0.23,0.580695652
384,0.25,0.591043478
432,0.27,0.548608696
480,0.28,0.568869565
528,0.31,0.660608696
576,0.3,0.662695652
600,0.35,0.715652174
