Days,50,60
9,0,0
10,0.016022328,0.011273652
11,0.033375204,0.029461378
12,0.053446949,0.057170517
13,0.068961894,0.079700556
14,0.082703255,0.102022912
15,0.096033906,0.12524324
16,0.110990775,0.14580685
17,0.124133319,0.165755398
18,0.129797746,0.179500288
19,0.146338671,0.197924457
20,0.156048418,0.213787475
21,0.168416672,0.227066132
22,0.179419162,0.243986586
23,0.188370918,0.258618138
24,0.195262376,0.269015987
25,0.202828377,0.283238936
26,0.208349096,0.289497224
27,0.211593632,0.293793398
28,0.215012126,0.298380601
29,0.222184442,0.311536797
30,0.228228579,0.322487818
31,0.234430357,0.33177414
32,0.242140068,0.339584943
33,0.249365912,0.349242753
34,0.255117057,0.356212822
35,0.260408582,0.36315913
36,0.266311267,0.369651067
37,0.270680324,0.374657206
38,0.274983313,0.380351769
39,0.279543136,0.386496786
40,0.283927455,0.391739232
41,0.288374027,0.396144248
42,0.292124767,0.399731304
43,0.296534241,0.405211874
44,0.301017871,0.410216446
45,0.305709398,0.414860537
46,0.310096769,0.418452793
47,0.314674142,0.422557524
48,0.318723473,0.425715436
49,0.322538779,0.42893812
50,0.325694293,0.432010628
51,0.329093711,0.434913553
52,0.33201942,0.437583463
53,0.334762975,0.440362912
54,0.338247921,0.444257295
55,0.341512003,0.446710373
56,0.343912922,0.449498438
57,0.345968721,0.452010306
58,0.348619236,0.454302895
59,0.350809472,0.456530257
60,0.352898775,0.458458756
61,0.355700591,0.461384542
62,0.358555399,0.463764506
63,0.361012132,0.466541407
64,0.363188062,0.468734723
65,0.36538524,0.469750781
66,0.36710053,0.471596997
67,0.369122123,0.473931787
68,0.371095012,0.47608512
69,0.372964024,0.477709849
70,0.374949645,0.479551043
71,0.377158018,0.48120408
72,0.379257981,0.482577623
73,0.380902246,0.48395362
74,0.382442468,0.485342761
